pfplus BF,trick BF extreme thread,trick MF2 thread,trick MF3 thread,trick MF4 thread,trick MF5 thread,trick MF6 thread,trick thread
0.0002448713547804561,0.0,9.782930073932636e-29,8.302972784857104e-45,4.497343895780522e-61,1.8512495129093597e-77,8.07635836264753e-94,8.801642331312828e-13
1.0561251487136405e-8,0.0,1.6421600444407808e-24,3.8067843193891606e-40,8.717519255742461e-57,4.990107204590153e-73,2.950353044159708e-89,1.0451139761832012e-8
2.5325151530541386e-11,0.0,7.792842382650483e-22,1.410563971488286e-37,4.393695229173804e-54,2.7803542588586074e-70,1.7347674685283603e-86,2.0565134878477162e-5
5.014380003047195e-16,0.0,1.3229419117361648e-16,1.3011072777988292e-32,1.9661613807698742e-49,1.7964994363210844e-65,4.621678273446256e-81,1.179674659400545
1.1453910667710937e-18,0.0,3.710470133367536e-14,3.0092784748996162e-30,1.3437525583404308e-46,3.448251218370367e-62,2.5766413638742282e-78,NaN
4.238453608740947e-21,0.0,3.999402651460266e-11,1.0902756840984985e-27,2.332629255830683e-44,1.0715212202759604e-59,4.097938924152951e-76,1.314422089230312
4.6622989696150424e-26,0.0,9.145247004498143e-6,1.1746882019068413e-22,1.0605755470681481e-38,1.5702956376704078e-54,2.132569862972317e-71,1.0840117900116741
4.838502984699307e-27,0.0,0.0002812932128991079,4.5042816319599046e-21,2.65493515867187e-37,9.542957845403705e-54,2.424121474330826e-70,1.3577353226017412
9.144770641081691e-31,0.0,1.3911660709726543,1.205271805588214e-16,7.399059940942978e-33,2.138603963643235e-49,4.976001414290699e-66,NaN
1.4375236518881376e-32,0.0,1.6716205603545289,1.4121786093933497e-14,2.7969374316593517e-31,2.457969919152683e-47,1.2301055024890837e-63,1.0424054143301975
5.750094607552551e-37,0.0,2.7293214907667163,1.54154632775112e-9,6.750876848997126e-26,2.0150060621051358e-42,1.795169085147516e-58,1.204795698894872
5.750094607552551e-44,0.0,16.436460629162113,0.0137289263166603,1.586764543598642e-18,2.409180890589341e-35,3.148087396021759e-51,1.6484382246704172
2.5875425733986478e-49,0.0,2.1242966695274212,2.2223939717895447,6.328522584661558e-13,5.047131696012318e-29,2.933693538761025e-45,1.6000843134239582
1.3868922866912124e-53,0.0,1.8361973540494376,3.393239694198721,5.7446183439477445e-8,1.161274503682672e-24,3.3073001980266134e-41,11.835136703790218
1.195890835640098e-54,0.0,1.7920166312623704,5.697220322857646,2.6882264006278712e-6,4.853210329687595e-23,2.730857196987025e-39,3.638298004187842
1.188117130832263e-58,0.0,1.6521949787762042,1.3958717741319258,0.046072872390981096,2.16176555366601e-18,1.160967293822843e-34,1.9015387959640482
5.940585654161315e-63,0.0,3.6471345233622263,3.3519194613603838,5.864643644695394,1.8372200975380313e-13,4.761650580559811e-30,2.0474642856335397
4.1102260121882797e-66,0.0,2.6455824839680098,1.1261248457507755,21.751801150438876,8.637689107847334e-10,1.4138081824740152e-26,1.14942803595077
1.5263069778536293e-69,0.0,1.4414937847924798,1.8926959841691477,1.3293071947938042,6.9433976178104e-6,1.993757124931689e-22,3.0266082563724948
1.5444715583451958e-73,0.0,1.33329166897774,1.6797950361890173,1.7608166616547298,0.046561356352679176,5.038439892428156e-18,1.460423919664177
