pfplus BF,trick BF extreme thread,trick MF2 thread,trick MF3 thread,trick MF4 thread,trick MF5 thread,trick MF6 thread,trick thread
7.497637500000001e-6,0.0,2.7586100557126574e-28,3.6594111730641977e-44,4.6039132963877844e-60,2.8121386085231576e-81,1.5610505168996792e-97,1.6998557328992345e-11
2.3990295711663487e-9,0.0,8.17440290905309e-24,2.331010211376466e-40,5.805716149676909e-57,7.653006722819902e-73,1.1168032340544742e-88,1.7551985538503684e-8
1.0763064067631185e-9,0.0,2.002176769535004e-23,7.540566665162239e-40,2.0899261325314574e-55,7.166642070431912e-72,8.983930244851696e-88,2.877666474072215e-7
4.514177578421158e-11,0.0,7.020742530864657e-22,3.905760413849909e-38,5.683722725592731e-54,1.351241160073889e-70,1.2984770440504278e-86,2.0077315255669586e-5
1.2188279461737127e-14,0.0,1.0915588827897079e-17,3.0811114559298955e-34,3.600240969285409e-50,2.3017011423379277e-66,5.691004906915489e-83,0.2047960227272728
1.2206560052687815e-18,0.0,2.6835059358330483e-13,1.1313965409041383e-29,6.540207986888707e-46,2.1418616200852573e-62,4.168117488986235e-79,1.3529759999943882
7.057698727066325e-20,0.0,1.2017728628697114e-11,5.480053088127092e-28,1.2631263956132552e-44,7.659030322670752e-61,7.986344916649402e-77,1.5935279184487192
4.1731944696652055e-21,0.0,2.8299161867190244e-10,1.2271798173800184e-26,3.228303834997441e-43,2.666989901558205e-59,2.279602162252888e-75,1.4419756455696653
1.8779375113493425e-24,0.0,1.954596827648249e-6,1.5953643097361839e-22,2.5765094421049236e-39,2.2673268870725506e-55,8.106291888138018e-72,1.8839411146762157
3.588472368346231e-26,0.0,0.00022422321368774432,1.1848192429145602e-20,5.390208429821898e-37,1.512793178290503e-53,6.06503098039734e-70,22.18424244540924
3.349908875903225e-29,0.0,1.2193950795582058,5.941754433754428e-17,4.079043190206665e-33,8.408099899676017e-50,3.0739232408728185e-66,2.719156706917044
6.632819574288386e-34,0.0,2.757376900754124,4.314028588806537e-12,2.6305556223785507e-28,7.483497379183682e-45,2.560711105216931e-61,5.158491738489182
1.4923844042148867e-37,0.0,1.7577939798531772,9.655405253687993e-8,2.9675479985517183e-24,1.9671962939359262e-40,8.169628719176565e-57,3.5257511403866357
5.747490415708262e-42,0.0,1.3922933578165553,0.005519901957223641,2.3174103358053387e-19,7.182760930683096e-36,4.260506743169903e-52,1.847117916863413
1.7936134004908506e-45,0.0,5.8528094385126685,1.920061352449566,2.656540996841927e-15,1.1693976469374116e-31,5.3546824904310737e-48,6.012700874926443
1.2182171668709845e-46,0.0,2.356151362191107,3.1057837251928846,6.02589893073062e-14,2.6156718461941087e-30,1.4141381161441025e-46,1.4579858459453563
5.481977250919429e-47,0.0,4.011190722380249,2.9207023022814522,4.197016559106752e-13,2.5464411280000615e-29,8.859850783824121e-46,2.6678631173432614
1.592215588636151e-49,0.0,6.786320856178844,4.183537946690996,5.363398524183056e-10,2.2718344958287893e-26,9.498446352744044e-43,1.343894857899981
3.662072567755303e-54,0.0,10.003087078125112,4.2474015983553635,7.059747814602629e-5,2.3001299592365778e-21,8.841285516904854e-38,3.406103133731136
1.628963119588915e-56,0.0,2.5720273083238587,9.601071710430732,0.04325775790254927,1.8568865373402523e-18,5.928190166327794e-35,2.5259355605623632
