pfplus BF,trick BF extreme thread,trick MF2 thread,trick MF3 thread,trick MF4 thread,trick MF5 thread,trick MF6 thread,trick thread
2.9999999999999993e-7,0.0,2.2763839935123876e-27,0.0,9.4955677457598e-65,2.108439588646105e-80,5.852095443365248e-97,1.5628121019517494e-10
4.6239033782749316e-10,0.0,2.7308309807396423e-23,2.3908545618367155e-39,4.451928480911992e-56,7.326682701673508e-73,6.331992073372537e-89,2.2890392528706605e-8
2.0807565202237192e-14,0.0,3.2495040542723045e-19,3.471176167840854e-35,5.96835501586698e-52,1.475760107632791e-67,3.6006756051293117e-84,0.0031325596675506715
8.323026080894877e-19,0.0,1.1368302106201816e-14,9.126077446787737e-31,3.38214013377787e-47,2.3512316577103256e-64,5.5347136994844544e-80,1.002565211081556
9.669945897504232e-22,0.0,4.670701071595562e-12,9.968576229507306e-28,6.624636654325271e-44,1.157168541184915e-59,7.001966337934315e-78,1.0025785382611634
1.450491884625635e-25,0.0,3.114848958225249e-8,1.1605300218121355e-23,2.7527980109086025e-40,2.678225767620141e-56,2.5744109141804025e-72,1.0114983011194434
7.213156621029052e-27,0.0,3.267776680083397e-5,3.6822484582063025e-21,7.578102793500367e-38,9.186467487455622e-54,9.460126671906869e-71,1.4646574436311242
1.0305984331142583e-28,0.0,0.001491944084596456,1.9422948106123793e-19,4.2818469999721514e-36,2.848783964307164e-52,1.943982983180671e-68,1.9402607314992621
3.71015435921133e-33,0.0,1.5640224919195518,4.261375416344887e-14,9.756816009998983e-31,3.3995869589962856e-47,2.3441390668183333e-63,3.1155866458733397
3.4875315927101395e-37,0.0,3.0724114082024556,4.971695463969689e-10,3.407230666399407e-26,4.090686330580406e-43,2.573915429695628e-59,1.1717562544782774
1.6565775065373165e-41,0.0,1.4701303657496312,6.0121776557645644e-5,2.0988570939927847e-21,1.2077315469412687e-37,4.519756502872511e-54,1.1469917531166667
1.3252620052298534e-46,0.0,1.1104328142897515,1.1664520173651214,4.083550946668948e-16,6.922524587914902e-33,1.3932794638009527e-48,1.0970288682779596
7.15670610161393e-50,0.0,1.1226427041085993,2.618333374407384,5.021684002099104e-12,1.0103693831967978e-28,7.920812690420503e-45,1.2545213434106652
1.8002416522877093e-52,0.0,1.5570335227570435,1.0638327842313904,5.361615778791705e-9,1.495444969919165e-25,4.942261862528664e-42,1.0046346733394176
8.1010874352946915e-56,0.0,1.3196447112923895,1.0841840062380559,2.541025405775302e-5,1.4754145878633738e-21,6.497089582891134e-38,1.1262089306168588
1.7649102449770836e-58,0.0,1.8786042900894746,1.112897046061782,0.06290975111145529,4.0562751825431838e-19,5.288743636560909e-35,1.4319757642612245
5.067057313329207e-62,0.0,1.1658778512447334,6.878301443725828,1.294456332164404,1.542511018470239e-14,1.976209606649012e-31,1.1376457740096444
1.607440157101812e-64,0.0,5.618050091439099,3.0572120215077137,13.049020190720913,1.9067119895205548e-11,8.672931021571808e-28,1.9531293482715297
1.5473821135008286e-64,0.0,3.035319673096978,2.463659914015145,3.333937955164844,8.055414055522651e-11,2.371582648925497e-27,4.272385129163405
1.548071472232395e-66,0.0,4.938423553957823,5.148946657356249,3.0170225356157894,1.5927067645294735e-8,9.442297290543476e-25,30.307060355559535
