pfplus BF,trick BF extreme thread,trick MF2 thread,trick MF3 thread,trick MF4 thread,trick MF5 thread,trick MF6 thread,trick thread
0.015745501958198516,0.0,1.0183733030174139e-30,6.895090099616515e-47,1.3274627476036475e-62,3.824437717493177e-79,1.3151405021396689e-95,3.1685607497311493e-14
3.150939498203143e-5,0.0,1.3088837508527458e-27,7.339434152059434e-44,2.4645914560415823e-60,4.3741843338480046e-76,5.250923687934804e-92,5.224278868133257e-12
3.1509394982031428e-12,0.0,8.195921835187683e-21,7.092639363649647e-37,2.0334804044737148e-53,3.000237574789025e-69,1.2734615923069105e-85,0.00015252586466461525
4.973558413926126e-14,0.0,1.182373216530265e-18,5.855403323613638e-35,1.6197632848466308e-51,3.963711044014048e-67,5.109802400490946e-83,0.012079711229955799
1.9894233655704507e-17,0.0,1.5001408511296599e-15,1.8378542521717732e-31,7.516046068438572e-48,4.836582084304773e-64,1.3934080595115674e-79,1.1955644989336078
9.947116827852253e-22,0.0,8.991175743728587e-11,8.75505859539691e-27,3.567848671252752e-43,1.1826700948578277e-59,3.1226030065592174e-75,NaN
7.878116527658985e-26,0.0,5.326207546729602e-6,5.869552435479607e-22,1.1565139124717338e-38,2.3966142736132513e-55,4.0215700076614235e-71,NaN
3.877941735197471e-29,0.0,0.016240193311448922,9.320440319434252e-19,7.474190915933557e-35,9.871624014782984e-52,7.528518349250434e-68,1.178268168239205
1.598268779683307e-32,0.0,1.6728248227196172,1.303123909170347e-14,1.6917313210942485e-31,1.0763332846234314e-47,1.0822957457333514e-63,1.541484473608707
3.8896146114441473e-35,0.0,1.8421598810766542,2.703131130058954e-12,3.193023807760557e-28,2.0105358928520236e-44,2.887679460132974e-61,1.0486551775204038
1.555845844577659e-40,0.0,2.2493899774169037,2.784956410304418e-6,2.7536308908214794e-22,9.814035013753905e-39,5.316907324084576e-55,1.0941853424828287
1.5558458445776587e-41,0.0,1.9078954605091243,0.00010881578699127402,2.193209059676611e-21,1.3489930467517829e-37,9.515294245424297e-54,1.6617294415715658
1.9680719474627738e-45,0.0,1.656434971548677,1.1523739369846777,1.2834233839908756e-16,3.415400942245108e-33,2.8591031836741687e-49,1.3326246395133667
3.896782455976292e-48,0.0,1.1822548621581581,1.4499603760204935,8.301174129751022e-14,4.746783266700623e-30,2.7023063517996837e-46,1.8883697050587052
3.546072034938426e-51,0.0,2.589473834557964,1.5437151945761232,4.803069416841084e-10,3.927552174324957e-26,1.6633473707114593e-42,3.2519536701993395
3.546072034938425e-57,0.0,1.4220362464052,1.602293742472657,0.0005063471481765496,2.1983367789552544e-20,2.143139712744139e-36,1.4653172269204306
5.815555867812916e-62,0.0,2.7706493569528803,1.5544060670699675,11.546019932884072,9.347320532827242e-15,6.615687043768547e-31,2.0417859905171767
1.453888966953229e-64,0.0,3.633551226202312,1.4184781287369277,1.367700404713974,1.2035432241603972e-11,6.200617733211321e-28,2.543266485844198
4.1398157206589184e-67,0.0,1.613989735541218,1.282556786445761,1.7280956263579466,1.042097885560809e-8,1.3816725650310506e-25,1.3710751469046092
7.865649869251946e-71,0.0,3.6687007203609787,1.72951752249683,1.252722319571542,0.00010107679462396695,6.023782675233157e-21,1.315768924015709
