0.0,0.9042847114447242,0.9042847114447232,1.181791364835416e-6,1.1272757483126551e-15,3.1732066881504555e-34
1.0,0.04715728939405095,0.047157289394052185,3.282471041309005e-5,2.6177297673792497e-14,1.76082209538019e-33
2.0,0.011320695629504773,0.011320695629504236,6.973185161245199e-5,4.754216819703613e-14,2.656270123213119e-32
3.0,0.0007085283642994655,0.0007085283642973176,1.1223054220459705e-5,3.0315338846122522e-12,6.841444999316448e-31
4.0,5.61165314560963e-6,5.6116531433005704e-6,0.072779975630081,4.114758079287408e-10,2.531213983706666e-28
5.0,2.117572774906762e-7,2.1175727685636082e-7,0.15557124184466672,2.9954831613941034e-9,1.1647859783797718e-26
6.0,7.329048812287908e-9,7.3290465016148565e-9,188.05118456158294,3.1527608007994214e-7,4.562577901030365e-25
7.0,6.9191319340689006e-12,6.910195910362249e-12,8626.608528118562,0.0012931650307123014,1.1043825893181097e-21
8.0,1.8880452756775412e-12,1.881975318580869e-12,665096.7448668476,0.003225311743859315,7.77627104418548e-21
9.0,2.639000129533997e-13,2.69441645703393e-13,8.40618667167667e6,0.02056709806506171,7.847060597211102e-21
10.0,1.5754064719430971e-13,1.6362539880082788e-13,2.914201128450427e6,0.03718708495815374,3.364375293236513e-20
11.0,1.362243651215067e-13,1.4318434957985032e-13,2.0813951415291943e7,0.04860855588453959,5.264214543599111e-20
12.0,3.708144902248023e-14,7.878680532718873e-14,4.236572573728675e7,0.5293444267921891,3.7718653214984265e-19
13.0,-1.2212453270876722e-14,1.5641807052283154e-14,4.001128319853749e8,1.780757186817116,9.350749004740136e-18
