   6.67696848101782469124121616356346318E-0003   1.51639272456504724507028131791252621E-0018   57.3069229    
   3.10475262199460091468006019783775614E-0004   7.05114050029061185522729497963168784E-0020
   5.83300588808542134291932820486999768E-0005   1.32472209748839195696817733108242355E-0020
   1.13868073940639569736314808745602698E-0005   2.58603465591767169289184612968976554E-0021
   5.53068446371385417038321114378635634E-0004   1.25606249400209495693220990039434182E-0019
   1.16659459640330909122549297909829581E-0004   2.64942924851610215716537486012349434E-0020
   1.31748055736460542773173767767426910E-0003   2.99210328403264738040609717352764677E-0019
   5.45316775191180569430313320142904056E-0005   1.23845783132576113342420564357954581E-0020
   4.30681721736626639028428265698103559E-0004   9.78112494167434043898878773956066894E-0020
   6.54444220282372575595629420173351289E-0007   1.48629495120599421016379190263994406E-0022
   4.72700643240135904095203676924197793E-0005   1.07354081173870156029647529617641016E-0020
   6.50203187858022888146025631201445215E-0005   1.47666322876906578291391958876167576E-0020
   5.75410313092286225337041875338495655E-0004   1.30680265287073690687424528205228078E-0019
   9.27934091329791221722874608581677043E-0005   2.10741223201622164095545325790912089E-0020
   2.16701577921636899487571121367326710E-0004   4.92146543893889964493965959529238911E-0020
   1.04340433582502612225494953595090239E-0003   2.36965435455149194170328032972950992E-0019
   1.86666321789625167946769395612127077E-0003   4.23934084888710596894328184734887651E-0019
   2.03508283215868359722602563606423750E-0003   4.62183520761840883924104253506699457E-0019
   1.61017680540635358134999692104453447E-0003   3.65683977679850035839550769791994453E-0019
   3.52973048659142677277037871205158944E-0004   8.01629908057730548495608407308688125E-0020
   5.72994967619633842229426082325225283E-0005   1.30131721091836921020254364087747848E-0020
   5.03594342569270093066565587214042032E-0004   1.14370286362015345265655757794322163E-0019
   1.45318587952826280347403011743334241E-0005   3.30030087969114416571705085881387874E-0021
   5.03594342569270093490577564026001702E-0004   1.14370286362015345361952255013683937E-0019
   3.56385137569342560225979270698027885E-0005   8.09379033748087945812170196231645269E-0021
   4.41838388652892792589123212399695735E-0004   1.00345017337068022256127399915558268E-0019
   3.66229528835136953370588074952142581E-0006   8.31736430425429641113394774806828928E-0022
   3.87879341955085613868448608406427375E-0004   8.80904880443750783534520393855264744E-0020
   2.27519941988296394591701472944092826E-0002   5.16715910379618328135600650649836849E-0018
   4.75329102125216565637207468530786727E-0005   1.07951025122532781209055393479327896E-0020
   2.71402539710348835056346071060574871E-0005   6.16376785086325504494301996107216666E-0021
   1.78543579117959717082860892671560223E-0004   4.05486689299163164210871546874739432E-0020
   5.82915026771079081875543109421279013E-0007   1.32384645539102455430615805520546104E-0022
   2.91950058768752945312227346386740205E-0005   6.63041837492377837131639755019966287E-0021
   1.18835055801149760544771422026120319E-0004   2.69883877020601812460104417903901053E-0020
   2.06502771707022730180893034644310759E-0007   4.68984242638377373027993721970825109E-0023
   6.53280988065264576248152927729820443E-0005   1.48365315818867364393558915893034982E-0020
   1.57513308078947196471116863459036077E-0005   3.57725268693612652766618942852979606E-0021
   6.03183000860494115448043170445840941E-0004   1.36987663890654832313408605156576219E-0019
   6.72485143702721076920144835175844493E-0005   1.52726732526590794759137407419242711E-0020
   3.34200269040774640293850315069058686E-0003   7.58995430279250975647560814678627800E-0019
   1.18835055801149760552721646591344567E-0004   2.69883877020601812478160011132531384E-0020
   5.75410313092286224510218520555174152E-0004   1.30680265287073690499646358627472570E-0019
   5.82618973826597323371760113593201695E-0004   1.32317409557328019376344337921700766E-0019
   2.56386103223105483297348502451157878E-0005   5.82273261754015580691858604733884639E-0021
   2.12038217149767387431721397751421112E-0006   4.81555680140992621397765753496994588E-0022
   2.94771805957497741510768510068581412E-0006   6.69450250112175347489224319828417275E-0022
   1.60408702684300684097776911415536903E-0007   3.64300940462597290419784306715909061E-0023
   4.07103220474836270573661928327250010E-0005   9.24563839757616630989896317517766552E-0021
   1.61097647442827603755306249276402468E-0004   3.65865588884148908235665658220834223E-0020
   4.03811210054786261453854024646524589E-0004   9.17087421882726212617736798640014176E-0020
   1.68201905337960957576228990680414649E-0003   3.81999924423159602482407357740113004E-0019
   3.91941271199256053553662750183982558E-0008   8.90129845292797242390515043604669592E-0024
   1.50922682873039600726377585735003270E-0004   3.42757433903040402772833632714144413E-0020
   4.24044766153951120736809899258181856E-0003   9.63039439400974584550629353588493400E-0019
   1.87641501103891336296988709895684484E-0003   4.26148794785130732202434368110466209E-0019
   2.10642696655376134428188965697995620E-0004   4.78386341944036312256376762042928966E-0020
   7.33205702139301002877104287533969135E-0003   1.66516854991077952603218673118493394E-0018
