   6.10466038774634240484548221597972898E-0003   3.68769366203516226575248571078803766E-0018   21.1163406    
   2.87957580002723586604428288820235770E-0004   1.73948962802670887839847004902026087E-0019           0
   5.98437163264215552381950139974553682E-0005   3.61502981971852699816357698100942253E-0020           0
   5.51444508970007531376618825257589122E-0006   3.33115733149492655397296469459523243E-0021           0
   4.78661939552598233847435725313216926E-0004   2.89149352892539546527668019001496256E-0019           0
   1.19686654944036815521338421991159185E-0004   7.23001265972559224866905620028204727E-0020           0
   1.59559653822422844291941856711208429E-0003   9.63865451546757615600995672010084152E-0019           0
   5.35628518722424525920062387379128690E-0005   3.23561634593593552733432206384670118E-0020           0
   1.63972533704716397288796480781506202E-0004   9.90522707052602455724508403536531411E-0020           0
   8.49411295560934001335915621268119100E-0007   5.13111041752399411302448249851697475E-0022           0
   4.90723464306291542063746214709522413E-0005   2.96435459827817468609369170154900671E-0020           0
   3.92031902758159487373088451937050971E-0004   2.36818016284531842956165464491852503E-0019           0
   4.22707402051427536120274623334986797E-0005   2.55348423733669218504652259747143649E-0020           0
   1.63840133321392001023449072950536424E-0004   9.89722904895849473572652742770392488E-0020           0
   1.26618462316655257999328948387800481E-0003   7.64874819112000132947066683048350926E-0019           0
   2.13231289073051420287738336631462842E-0003   1.28808422306448623278636007159862312E-0018           0
   1.37928048450571947211043578016481773E-0003   8.33193589456704009722677347937842828E-0019           0
   2.87310035879405877587769205471040712E-0004   1.73557795365373300752011092135327234E-0019           0
   5.46807290920492282069626315227325170E-0005   3.30314489751088721317706346839026678E-0020           0
   4.36779884828822044324202336330863292E-0004   2.63849307034477174731163217626902124E-0019           0
   1.35629943934434022244167178488894693E-0005   8.19311235778410668394846673372399520E-0021           0
   4.36779884828822044356084453769508549E-0004   2.63849307034477174750422517070774491E-0019           0
   3.45479665718190098196352189228978547E-0005   2.08696814025608279752523714182884840E-0020           0
   3.15596427117328977739100035280583877E-0004   1.90644994171602824594026970938658645E-0019           0
   3.38907002734109467368104316193492518E-0006   2.04726410089995542102728866863157441E-0021           0
   3.15722805245039502453119419571718515E-0004   1.90721336472562505285827888870986807E-0019           0
   2.86047919346246857858412677099865237E-0002   1.72795377991685698045594299235261945E-0017           0
   4.22663873653948674721409179421907485E-0005   2.55322129167664605189047315563766645E-0020           0
   2.84377116170233885794771893911834320E-0005   1.71786081832466288185981887839953792E-0020           0
   1.92815755945744150331089261459615393E-0004   1.16475839109558724750389660795583260E-0019           0
   5.38301605098549294387607101189508798E-0007   3.25176388414640582474201481104871264E-0022           0
   2.99526252977309901878714625613042023E-0005   1.80937348609057875308758372608821084E-0020           0
   1.05668439007216602563793953523993555E-0004   6.38320247242971212365346931169068558E-0020           0
   1.19688208789948871870385189369589698E-0007   7.23010652420547668706431949309143659E-0023           0
   2.63938754950734001533889340321114266E-0005   1.59439708677487314700338780647853283E-0020           0
   1.61600858977996369596804826851133008E-0005   9.76195931601358744104674360088239224E-0021           0
   5.06297176105880277286053324692382131E-0004   3.05843203199256257586990814494850174E-0019           0
   2.69310207528458516712909588338210882E-0003   1.62684487316862166063025782409708520E-0018           0
   1.05668439007216602563793953523993555E-0004   6.38320247242971212365346931169068558E-0020           0
   3.92031902758159487301353687700099191E-0004   2.36818016284531842912832040743139708E-0019           0
   3.97473607543958485303136874771729812E-0004   2.40105232767456560630112259940336088E-0019           0
   2.63039415534911126655679019317147447E-0005   1.58896437135239774693948097730814445E-0020           0
   1.84762486708358104982805904842831919E-0006   1.11611032873165471170101122704898059E-0021           0
   2.15082595134764109722686534432306721E-0006   1.29926756365451945469333134098956623E-0021           0
   1.64571428227047025191203532003144991E-0007   9.94140499679788321269002483290688140E-0023           0
   4.26564978120822102201747030226919829E-0005   2.57678702228846327687015733362763258E-0020           0
   1.32663526491462971669060368439753856E-0004   8.01391747864958803765390302758148142E-0020           0
   2.01222082879445709309528015395892021E-0004   1.21553919884802468334607141661016250E-0019           0
   1.83875505974850693061612305930219772E-0003   1.11075226944326552527956239918977571E-0018           0
   2.65550489692904252913282488297432869E-0008   1.60413322869935013728133767106953058E-0023           0
   2.55741672703950873033935153094677128E-0003   1.54488028104179864361568599366169383E-0018           0
   1.51807410702321085806106156422551402E-0003   9.17035823025671709959782903918290696E-0019           0
   9.49070543232679809612978056384537295E-0005   5.73313043609862970768251086927732400E-0020           0
   4.35586660135319832717774996995976671E-0004   2.63128505735121618912820604730471114E-0019           0
   8.07786779401956045528699045378784995E-0003   4.87966569386196213641646678991549424E-0018           0
   3.06985614483463131184905087771102290E-0005   1.85443387995669092784296962133250600E-0020           0
   8.76603227725270752459167805495212439E-0007   5.29537101439879163745994846920095107E-0022           0
   1.54860621303777901640957982569486164E-0005   9.35479609688155425148045245927833076E-0021           0
   1.96086404620415325102552574192406590E-0003   1.18451567425672507728949919888580472E-0018           0
   5.71884376204696472825357457597294106E-0004   3.45463016055762423479659953876226692E-0019           0
   6.53131206177940034655605268236262121E-0006   3.94542473539454981075802194460035237E-0021           0
   8.90780257302709380366071327446644028E-0004   5.38101139207507687233450199766377270E-0019           0
   2.11345113827758794259783347328562805E-0004   1.27669024525776822959835669714125599E-0019           0
   3.15722805245039502477031007650702411E-0004   1.90721336472562505300272363453891072E-0019           0
   1.84377200480684647666243888905928408E-0004   1.11378289773694647316051524013210117E-0019           0
   4.19854163249044171569062795949249037E-0008   2.53624843717827208743922076429609902E-0023           0
   1.64650627632653266621949644603670169E-0004   9.94618926205655896319686182215237839E-0020           0
   3.29632396699246829656786271632975289E-0007   1.99123820638617013483152538496344643E-0022           0
   4.52780687750797321970122510740364554E-0002   2.73515046940546741449885722396576793E-0017           0
   4.32483678252790418181213293610657694E-0005   2.61254061311549349677953866286275120E-0020           0
   5.98437163264215552541360727167779848E-0005   3.61502981971852699912654195320304037E-0020           0
   2.15314153492786744517625419778220925E-0004   1.30066635774793925195027273605587577E-0019           0
   1.80990899663303615805239889702174536E-0005   1.09332698492799399518511953089399478E-0020           0
   3.87724242194200914970746009113628895E-0004   2.34215851454561141061458559945711565E-0019           0
   1.79177783831150851906062947130022093E-0005   1.08237434327705736230901728002583331E-0020           0
   3.45247709007896040680626997255483070E-0004   2.08556693980251636287391482178327572E-0019           0
   8.60676518570013625482611952980754131E-0005   5.19916119980073256631252576918414693E-0020           0
   2.61454023313349591932929113080422564E-0004   1.57938735891280706889845155694669681E-0019           0
