   8.17264031828009211426427660180078738E-0003   3.33642033859213984847432816851431949E-0017   9.73915482    
   2.90918625872255436597910909251611235E-0004   1.18765390673614775158822917174838875E-0018           0
   6.46200974704394839535423428941040966E-0005   2.63806798153027150509388916381940947E-0019           0
   4.52347382224932488839089558536760130E-0006   1.84667493905052759719943336810890743E-0020           0
   8.21233743068920658264340939094481750E-0004   3.35262639294753583532224872764478660E-0018           0
   1.29239039871170066494772881582433207E-0004   5.27608880818868782257521520354418106E-0019           0
   1.80946791226584502784494907714293319E-0003   7.38701975053286380422651671392638345E-0018           0
   5.70636096240199240634967029814733250E-0005   2.32957991944430602150701167335321817E-0019           0
   6.46200974704394839594393564281975718E-0005   2.63806798153027150533463040686781417E-0019           0
   1.15918437783690401118575933261033389E-0006   4.73228501900745790302208613512408210E-0021           0
   5.29890420667323252000741613833808286E-0005   2.16323869384681203274231227301949484E-0019           0
   6.72604876385782586798669147272798338E-0004   2.74585996937895307703152770283689854E-0018           0
   1.89684686410548132753220567103522235E-0005   7.74373789880441022622973239736292582E-0020           0
   1.70309435619060544518335136591879645E-0004   6.95275752662957336120883751264483415E-0019           0
   4.76370261232148105503840865560688892E-0004   1.94474657684417487035823661455797179E-0018           0
   2.43912459357268717406783023333512255E-0003   9.95754687032257253994126559835113561E-0018           0
   2.87525858591893989464610338631622524E-0003   1.17380318369259397668218672602486155E-0017           0
   4.28079960191824493789365002420598870E-0004   1.74760497232831700401336000746136620E-0018           0
   6.41433927303636471085468504113499655E-0005   2.61860686090888809723105630018231820E-0019           0
   7.45571935112202323512769960556525078E-0004   3.04374262333295329804131257639370323E-0018           0
   1.70638921825328105154739882151417068E-0005   6.96620855881825041842366644140934147E-0020           0
   7.45571935112202323518666974090618576E-0004   3.04374262333295329806538670069854370E-0018           0
   6.11322874479381566923623972138657651E-0004   2.49568070100612545689920706333139213E-0018           0
   6.45286047466991456378542299570388756E-0006   2.63433285833345501588567960678787856E-0020           0
   4.70413700184511098894701096649988008E-0004   1.92042935419221292625523187712440442E-0018           0
   4.50454434270550296872502220559662469E-0002   1.83894711816408701366787509896231830E-0016           0
   2.66980251834231888155163614194732881E-0005   1.08992725426785963102943320760985951E-0019           0
   3.25318692836799867151944960493869485E-0005   1.32808965161130122946696024605373396E-0019           0
   2.37851940641263693817691208814942238E-0004   9.71013064840381798304970785951083307E-0019           0
