P_joint_min,P_joint_max,Posterior_min,Posterior_max,time
-2.2551405187698492e-17,4.006732258844532e-15,-0.203125,36.08943581581116,1.0216075
-2.255141e-17,4.006732e-15,-0.203125,36.0894358158112,0.0
5.27618316344188e-24,4.0067858655088e-15,1.29241351126713e-9,0.981471648903042,0.0
4.77049e-24,4.00677e-15,1.22768e-9,1.03114,3.645
4.77049e-24,4.00677e-15,1.22768e-9,1.03114,3.645
6.201636426617085e-24,4.006799735750688e-15,1.5097128378378378e-9,0.975406583614865,0.370818667
-6.161737786669618e-17,4.006504841433389e-15,-18.0436937109375,0.27749999999999997,0.103738666
-1.7702579498291014e-7,1.8477439880371094e-8,-0.007948718033730984,0.07615384459495544,0.771212292
-6.258487701416015e-9,8.940696716308595e-9,-0.15000000596046448,0.10499999672174454,0.295981666
