P_joint_min,P_joint_max,Posterior_min,Posterior_max,time
-3.039235529911366e-15,5.947152524455023e-16,-0.08502728220016237,0.43452380952380953,1.572773458
-3.03923552991137e-15,5.94715252445502e-16,-0.0850272822001624,0.43452380952381,2.84
6.07107469648235e-25,5.94416464705317e-16,1.00501431537474e-9,0.984005445805878,156.95
-1.45717e-18,5.94355e-16,-0.00328125,1.33837,8.672
-1.45717e-18,5.94355e-16,-0.00328125,1.33837,8.672
-2.7755575615628914e-17,5.944249259481893e-16,-1.07082075,0.05,0.775901917
-2.498001805406602e-16,9.092726571680032e-16,-0.13,0.03571428571428571,0.182398125
-3.3795833587646484e-7,1.1920928955078126e-8,-0.006896551698446274,0.19551724195480347,0.086404333
-1.1920928955078125e-9,2.1457672119140624e-8,-0.003999999724328518,0.07200000435113907,0.604682959
