Posterior diff,Matlab Sam,Matlab Alisa,Matlab Alisa hp,C++,exp-sum-log,prod,prod Fl32,exp-sum-log Fl32,time
Matlab Sam,0.0,0.966517363415176,1.037020934753855,1.059557718340463,0.28913118790953696,0.7332703336809178,0.04811778720927146,NaN,3.391969708
Matlab Alisa,0.966517363415176,0.0,1.0502284691359298,1.0727652527225378,1.14507575757576,1.0202543290043313,1.0013915447123147,NaN,5.54
Matlab Alisa hp,1.037020934753855,1.0502284691359298,0.0,0.6112620137937639,1.3261521226633919,1.0611907666366063,0.9889031475445835,NaN,328.18
C++,1.059557718340463,1.0727652527225378,0.6112620137937639,0.0,1.3486889062499998,1.0837275502232142,1.0114399311311915,NaN,21.484
exp-sum-log,0.28913118790953696,1.14507575757576,1.3261521226633919,1.3486889062499998,0.0,0.8785714285714287,0.3372489751188084,NaN,1.764788625
prod,0.7332703336809178,1.0202543290043313,1.0611907666366063,1.0837275502232142,0.8785714285714287,0.0,0.770018797580685,NaN,0.430738458
prod Fl32,0.04811778720927146,1.0013915447123147,0.9889031475445835,1.0114399311311915,0.3372489751188084,0.770018797580685,0.0,NaN,0.209238125
exp-sum-log Fl32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.423329166
