Posterior,P_joint,dt
0,0,21.484
0.00045,9.99201e-20
0.0002625,5.82867e-20
-5.3125e-06,-1.17961e-21
0.0008125,1.80411e-19
0.0003,6.66134e-20
0.00138775,3.08142e-19
0,0
0.000473242,1.05081e-19
8.75e-07,1.94289e-22
8.875e-05,1.97065e-20
0.0001625,3.60822e-20
0.0006,1.33227e-19
9.50469e-05,2.11046e-20
0.0003,6.66134e-20
0.00075,1.66533e-19
0.00171875,3.81639e-19
0.00225,4.996e-19
0.001575,3.4972e-19
0.00025,5.55112e-20
0,0
0.00055,1.22125e-19
2e-05,4.44089e-21
0.0005,1.11022e-19
7.5e-05,1.66533e-20
0.00075,1.66533e-19
8.625e-06,1.91513e-21
0.000375,8.32667e-20
0.02565,5.69544e-18
5.0625e-05,1.1241e-20
3e-05,6.66134e-21
0.000301172,6.68736e-20
2.0625e-06,4.57967e-22
-1.875e-05,-4.16334e-21
0.000111719,2.48065e-20
6.5e-07,1.44329e-22
0.000122312,2.71588e-20
0,0
0.0004875,1.08247e-19
0.0002125,4.71845e-20
0.0040275,8.94285e-19
0.000129297,2.87097e-20
0.0003,6.66134e-20
0.0003,6.66134e-20
1.875e-05,4.16334e-21
3.75e-06,8.32667e-22
9e-06,1.9984e-21
-6.25e-08,-1.38778e-23
9e-05,1.9984e-20
0.0004375,9.71445e-20
0.00044375,9.85323e-20
0.00193625,4.29934e-19
4.74609e-08,1.05384e-23
0.0002,4.44089e-20
0.00432094,9.59441e-19
0.00117,2.59792e-19
0.000278437,6.18255e-20
0.03,6.66134e-18
0.00055,1.22125e-19
0.0125625,2.78944e-18
-7.5e-05,-1.66533e-20
3.54375e-06,7.86871e-22
2.75e-05,6.10623e-21
0.0074,1.64313e-18
0.00095,2.10942e-19
-1.25e-05,-2.77556e-21
6.75e-05,1.4988e-20
0.0048875,1.08524e-18
0.000222656,4.94396e-20
0.000325,7.21645e-20
0.00028125,6.245e-20
-1.25e-08,-2.77556e-24
4.75e-05,1.05471e-20
0.0002552,5.66658e-20
4.15625e-07,9.22873e-23
0.061375,1.3628e-17
0.00035625,7.91034e-20
3.75e-05,8.32667e-21
0.0002125,4.71845e-20
0.00075,1.66533e-19
-2.5e-05,-5.55112e-21
0.000725,1.60982e-19
1.25e-05,2.77556e-21
0.0004,8.88178e-20
-8.75e-05,-1.94289e-20
0.0004875,1.08247e-19
0.0006075,1.34892e-19
0.000871875,1.93595e-19
0.00010625,2.35922e-20
-1.25e-05,-2.77556e-21
3.3e-05,7.32747e-21
0.0325,7.21645e-18
0.0006375,1.41553e-19
0.00055,1.22125e-19
0.00030625,6.80012e-20
0.00230625,5.1209e-19
1.75e-06,3.88578e-22
1.82812e-07,4.05925e-23
-1.25e-05,-2.77556e-21
0.000261875,5.81479e-20
0.0147963,3.28543e-18
6.5625e-07,1.45717e-22
0.0158293,3.51481e-18
0.0004875,1.08247e-19
0.00071875,1.59595e-19
0.005,1.11022e-18
-0.0001375,-3.05311e-20
0.00205625,4.56579e-19
0.00031875,7.07767e-20
0,0
0.0008,1.77636e-19
0.00182012,4.04149e-19
0.00035,7.77156e-20
9.1e-07,2.02061e-22
0.00075,1.66533e-19
0.0002,4.44089e-20
0.0122875,2.72837e-18
-3.75e-05,-8.32667e-21
0.000375,8.32667e-20
-8.75e-05,-1.94289e-20
4.3875e-05,9.74221e-21
4.5e-05,9.99201e-21
0.0067,1.4877e-18
0.000625,1.38778e-19
5.5e-05,1.22125e-20
-5e-05,-1.11022e-20
0.000625,1.38778e-19
2.4625e-06,5.46785e-22
-0.003,-6.66134e-19
-5e-05,-1.11022e-20
0.0011,2.44249e-19
0.0006,1.33227e-19
2.5e-09,5.55112e-25
0.027,5.9952e-18
9.04687e-06,2.00881e-21
0.00562,1.24789e-18
2.57812e-06,5.72459e-22
0.002375,5.27356e-19
0.006125,1.36002e-18
0.00261562,5.80785e-19
-0.0021,-4.66294e-19
8.5425e-05,1.89682e-20
0.100334,2.22787e-17
1.575e-06,3.4972e-22
0.000195,4.32987e-20
0.000876517,1.94626e-19
0.0006,1.33227e-19
0.0018125,4.02456e-19
0.0005125,1.13798e-19
0.0085,1.88738e-18
-0.001,-2.22045e-19
-7.5e-05,-1.66533e-20
4.29688e-09,9.54098e-25
3.1875e-05,7.07767e-21
-7.5e-05,-1.66533e-20
0.005775,1.28231e-18
0.0017,3.77476e-19
0.0005,1.11022e-19
9.9e-06,2.19824e-21
0.000125,2.77556e-20
8.75e-08,1.94289e-23
-0.0015,-3.33067e-19
0.000328125,7.28584e-20
0.000375,8.32667e-20
0.0002875,6.38378e-20
0.0008375,1.85962e-19
0.0012,2.66454e-19
0.0087,1.93179e-18
-7.5e-05,-1.66533e-20
2e-05,4.44089e-21
-2e-07,-4.44089e-23
0.0012375,2.7478e-19
0.00746117,1.65671e-18
9.2041e-08,2.04372e-23
0.00055,1.22125e-19
0.000192188,4.26742e-20
0.000175,3.88578e-20
3.3e-06,7.32747e-22
0.000492,1.09246e-19
4.6875e-05,1.04083e-20
7.91875e-08,1.75832e-23
0.0005625,1.249e-19
0.000145,3.21965e-20
0.009375,2.08167e-18
0.001375,3.05311e-19
2.0925e-05,4.64628e-21
0.0007,1.55431e-19
0,0
0.0002,4.44089e-20
0.0001875,4.16334e-20
0.06875,1.52656e-17
4.84375e-06,1.07553e-21
7.5e-08,1.66533e-23
0.00015,3.33067e-20
-1.5e-05,-3.33067e-21
-1e-06,-2.22045e-22
-0.0001875,-4.16334e-20
-7e-06,-1.55431e-21
0.000242109,5.37591e-20
0.000975,2.16493e-19
0.0004875,1.08247e-19
0.000175,3.88578e-20
0.0001125,2.498e-20
0.0001875,4.16334e-20
0.0015,3.33067e-19
0.000725,1.60982e-19
0.000495,1.09912e-19
5e-05,1.11022e-20
0.0001875,4.16334e-20
0.014,3.10862e-18
0.0001375,3.05311e-20
2.94922e-07,6.54858e-23
5e-05,1.11022e-20
-1.36719e-07,-3.03577e-23
0.0002375,5.27356e-20
0.00181862,4.03816e-19
0.000175,3.88578e-20
0.06825,1.51545e-17
2.75e-07,6.10623e-23
