Posterior,P_joint,dt
0.012,5.32907e-18,8.672
0.000675,2.9976e-19
5e-05,2.22045e-20
0,0
0.00065,2.88658e-19
0.000225,9.99201e-20
0.00220058,9.77252e-19
7.5e-05,3.33067e-20
0.00016875,7.49401e-20
1.04375e-06,4.63518e-22
0.00010625,4.71845e-20
0.00061875,2.7478e-19
5.8125e-05,2.58127e-20
0.00025,1.11022e-19
0.001775,7.88258e-19
0.004125,1.83187e-18
0.001825,8.10463e-19
0.0003875,1.72085e-19
0.000175,7.77156e-20
0.00055,2.44249e-19
1.5e-05,6.66134e-21
0.0005,2.22045e-19
4.375e-05,1.94289e-20
0.00041875,1.85962e-19
3.4375e-06,1.52656e-21
0.00045,1.9984e-19
0.038475,1.70863e-17
5.61719e-05,2.49453e-20
3.75e-05,1.66533e-20
0.000324023,1.43895e-19
7.8125e-07,3.46945e-22
3.125e-05,1.38778e-20
0.000151367,6.72205e-20
7.5e-08,3.33067e-23
4.12e-05,1.82965e-20
2.8125e-05,1.249e-20
0.00073125,3.2474e-19
0.0038925,1.72862e-18
0.000144336,6.4098e-20
0.00055,2.44249e-19
0.00051875,2.30371e-19
-7.8125e-05,-3.46945e-20
3.875e-06,1.72085e-21
-1.25e-06,-5.55112e-22
2.5e-07,1.11022e-22
8.25e-05,3.66374e-20
-3.125e-05,-1.38778e-20
0.0002675,1.18794e-19
0.00247313,1.09829e-18
3.90625e-08,1.73472e-23
0.00342891,1.52274e-18
0.00144,6.39488e-19
-0.000171875,-7.63278e-20
0.0007,3.10862e-19
0.0102375,4.54636e-18
3.75e-05,1.66533e-20
1.0125e-06,4.4964e-22
1.25e-06,5.55112e-22
0.0039,1.73195e-18
0.00084375,3.747e-19
1e-05,4.44089e-21
0.00201875,8.96505e-19
0.000295313,1.31145e-19
0.000375,1.66533e-19
0.000303125,1.34615e-19
6.09375e-08,2.70617e-23
0.0002002,8.89067e-20
4.40625e-07,1.95677e-22
0.06,2.66454e-17
-6.25e-05,-2.77556e-20
0.0001125,4.996e-20
0.0003875,1.72085e-19
1e-05,4.44089e-21
0.00044375,1.97065e-19
2.375e-05,1.05471e-20
0.0003875,1.72085e-19
0.00021875,9.71445e-20
0.0003875,1.72085e-19
0.00030375,1.34892e-19
0.000475,2.10942e-19
3.125e-05,1.38778e-20
8.75e-05,3.88578e-20
3.2125e-05,1.42664e-20
0.0485,2.15383e-17
0.000725,3.21965e-19
8.125e-05,3.60822e-20
0.00252188,1.11994e-18
2.525e-06,1.12133e-21
5.625e-08,2.498e-23
8.75e-05,3.88578e-20
-2e-05,-8.88178e-21
