pfplus BF,trick BF extreme thread,trick MF2 thread,trick MF3 thread,trick MF4 thread,trick MF5 thread,trick MF6 thread,trick thread
0.0016512074307089648,0.0,7.713982180469349e-30,1.3236484548900735e-45,1.0747819105789442e-61,5.515415722222781e-78,3.3325215511517593e-94,6.2361136035792e-14
6.12065275601503e-5,0.0,4.346040249717569e-28,8.328817866462412e-44,3.300316346168139e-60,2.6160574707936047e-76,7.612832115172107e-93,9.225750742017195e-12
8.129605330177665e-7,0.0,3.780956912466769e-26,5.691054301570757e-42,1.4311768110634357e-58,1.163397174040045e-74,8.714939629078033e-91,6.932449606820578e-10
3.219323710750355e-10,0.0,2.7352919130346133e-22,7.535342005343832e-39,3.991079904115374e-55,4.3451869482369025e-71,2.4724143286985537e-87,1.862635824022606e-6
1.4560491322520321e-12,0.0,6.296504683902616e-20,6.264463647131204e-36,2.0630194171128216e-52,2.7521944500427397e-68,8.687123688314504e-85,0.001528384146341569
1.8507468649194846e-14,0.0,6.73926978722406e-18,4.924592746279662e-34,2.9999016304656425e-50,4.996186650030792e-66,1.2584213040446607e-82,0.2010084194756554
6.662688713710145e-19,0.0,2.2821092292802358e-12,4.4840716988581655e-29,2.0106541613949624e-45,1.1110618218853326e-61,5.804230309151847e-78,3.8569285714285715
7.628517003316412e-23,0.0,1.8751307220899114e-8,1.077651831291712e-24,2.8735293927719603e-41,1.3168235172490655e-57,1.1836347748460481e-73,1.4993719350811485
7.628517003316413e-28,0.0,0.00858909131304161,3.9505341052982776e-19,8.520725519665676e-36,8.251831706712356e-52,1.5794512072806677e-68,4.930744067796611
2.4457499653401407e-28,0.0,0.01952438062852304,1.5094919613702734e-18,4.355055932226101e-35,1.8925291132381906e-51,7.001830698177015e-68,5.355363636363637
4.891499930680281e-34,0.0,1.8026707759180436,3.0436558444820458e-12,2.9788206347667552e-28,5.861005694795376e-45,2.4159764944664965e-61,2.3438651685393257
8.034516185426941e-37,0.0,2.71433116182092,2.790358223278151e-9,1.0228150524053263e-25,8.439417087631534e-42,1.9143811214684337e-58,3.172267917602996
8.034323357038492e-41,0.0,3.048482953277435,0.00019333783951537274,9.039205947725798e-21,2.635705921410302e-37,7.669630270510811e-54,4.483069438202247
7.230891021334644e-45,0.0,22.465220949959484,1.3334345141186001,6.626003429881005e-17,5.957850938745245e-33,1.57792292866214e-49,6.591806257469602
4.777893879888073e-45,0.0,3.5817662324399775,2.3082343174021522,5.843940675085304e-16,3.987944895337821e-32,8.889802429125939e-49,1.7126171531374552
3.5002850564060026e-47,0.0,6.176205705336939,20.290360049433037,2.4206496829608567e-13,9.938654133930773e-30,3.752049094558267e-46,4.560175804535626
1.750142528203001e-52,0.0,7.027185306367484,2.8197763717763156,8.787789308170898e-8,4.780746342230517e-24,1.6692635212971233e-40,2.69739413932825
2.75000423502367e-56,0.0,180.5973156090865,2.665916889839332,0.0027256729941789303,8.669915109105786e-20,4.2185963683637946e-36,8.711883899064718
9.091608541268197e-59,0.0,15.386551964822022,1125.0494547489047,3.6673939587632183,1.1361415539741375e-16,3.0009597442647792e-33,4.501860814758262
5.818957286929756e-60,0.0,3.7268689596965485,8.545733799328577,4.093891830769147,3.1305165493449832e-15,1.9236202691674308e-31,5.502844627205983
