pfplus BF,trick BF extreme thread,trick MF2 thread,trick MF3 thread,trick MF4 thread,trick MF5 thread,trick MF6 thread,trick thread
8.686580006695016e-6,0.0,2.350217306492884e-27,1.6496534082193764e-43,1.6988895871453033e-59,2.4829373713259765e-75,8.087888989882957e-92,1.1067719617017303e-11
1.911047601472904e-9,0.0,1.4236186559554412e-23,1.6792607198594378e-39,7.257424987358828e-56,1.5982874934820559e-71,4.1786116978739157e-88,1.0029851901860012e-7
4.559071091579877e-13,0.0,5.2761059091735605e-20,8.608668879428167e-36,3.61657425565422e-52,8.896151245811458e-68,2.4129364797891364e-84,0.0008399132342189475
6.313812086273182e-16,0.0,1.1519788525587612e-16,9.430470919638693e-33,3.9537404987723385e-49,5.3887870868877516e-65,4.0431836948151113e-81,1.0
6.3138120862731805e-21,0.0,2.3350227908493304e-11,1.663331253814346e-27,6.669786864620769e-44,4.071574687273151e-60,4.661795471220963e-76,NaN
5.682430877645861e-24,0.0,2.1670765188720738e-8,1.6417384944589048e-24,9.71463154809023e-41,8.456247604855293e-57,5.411515387335297e-73,NaN
2.8127917775121735e-28,0.0,0.0025297944312583504,8.843318422394826e-20,8.829732357401257e-36,2.134374137770458e-52,1.5810672481492153e-68,4.846036538461538
2.7846638597370523e-35,0.0,3.2733739316239316,2.525138190982418e-12,6.39088794076889e-29,5.1530185373566495e-45,2.681463915938211e-61,2.1714525637876565
1.5037184842580083e-39,0.0,2.316518124237805,1.80381435419381e-7,9.896343070517272e-24,3.000551923172431e-40,1.6885555481599035e-56,6.29087619047619
4.215863024072464e-42,0.0,2.8230221070811745,0.00016242170333967138,2.353475169140519e-21,1.7346549496174032e-37,6.253017316308026e-54,4.634970285067873
3.487730495327661e-42,0.0,6.142081759866681,0.0005903986152391631,2.4696170028094285e-20,6.090205427233659e-37,3.1032531248096233e-53,1.6891609579600275
2.4414113467293625e-46,0.0,18.809553581114397,3.0909008165445666,3.353601151318403e-16,1.7029063406603703e-32,9.697613359371792e-49,4.593041255411255
9.887676403390102e-51,0.0,5.235116970914986,2.3580923807926832,5.539828796232203e-11,3.935032889621185e-27,9.46209911548311e-44,2.608377132867133
1.8721347058253724e-51,0.0,5.863948868851291,8.645530319148936,6.373963113262567e-10,2.1653291432838848e-26,1.5282209049625713e-42,2.2712497346698113
2.0593481764079097e-56,0.0,3.829036187333089,3.42266864382305,0.00012091134984916545,7.568763442341278e-21,2.7200453487266796e-37,2.0950394252672155
1.5456429243218338e-59,0.0,8.897240744720966,2.05681961018711,0.6547366520082087,2.8481249696170037e-17,7.967580144991488e-34,1.653116480406386
1.2519707687006852e-62,0.0,7.755384615384615,23.22837598892668,10.859378374065171,1.0930180292033442e-13,3.0263765386115854e-30,2.7336724082167834
4.4723981407792016e-66,0.0,17.57668359080168,10.197145058642553,2.108546985443628,6.686166300324909e-10,2.88896872243361e-26,3.077950220816568
3.3362599793067267e-66,0.0,2.173449008128111,5.162498411388839,2.6595271014688184,3.8567878059622264e-9,1.0247625343495532e-25,2.4196969705733076
1.501316990688027e-71,0.0,2.7679509617864935,7.248191097551822,7.60014356751717,0.0018887386616551522,6.041370812195083e-20,2.1794835457705477
