pfplus BF,trick BF extreme thread,trick MF2 thread,trick MF3 thread,trick MF4 thread,trick MF5 thread,trick MF6 thread,trick thread
0.015745501958198516,0.0,1.0183733030174139e-30,6.895090099616515e-47,1.3274627476036475e-62,3.824437717493177e-79,1.3151405021396689e-95,3.1685607497311493e-14
3.150939498203143e-5,0.0,1.3088837508527458e-27,7.339434152059434e-44,1.615282835504302e-60,4.4577834601587504e-76,5.250978280862768e-92,5.224278868133257e-12
3.1509394982031428e-12,0.0,2.815589282801795e-21,7.092639363649647e-37,2.0334804044737148e-53,2.4451504185074445e-69,1.2734615923069105e-85,0.00015252586466461525
4.973558413926126e-14,0.0,1.1794205702306485e-18,5.855403323613638e-35,1.5203682920678405e-51,4.0216079252879756e-67,5.109802400490946e-83,0.007541237188565953
1.9894233655704507e-17,0.0,1.4391725142098065e-15,1.8378542521717732e-31,5.552195761226647e-48,5.52585075330936e-64,1.3934080599499568e-79,1.1466733742002058
9.947116827852253e-22,0.0,9.610749830154765e-11,8.75505859539691e-27,3.567848671252752e-43,1.1826700948578277e-59,3.108831351838228e-75,NaN
7.878116527658985e-26,0.0,4.074536166033843e-6,5.19321840448025e-22,1.3990662720192956e-38,4.002408943882722e-55,3.85443341376646e-71,NaN
3.877941735197471e-29,0.0,0.016240193311448922,9.320440319434252e-19,7.572522877586259e-35,9.871624014782984e-52,7.768963817964461e-68,1.178268168239205
1.598268779683307e-32,0.0,1.8200052526895334,1.293761637394091e-14,1.6917313210942485e-31,1.2418739738224955e-47,1.0232110115853172e-63,1.5699836564302179
3.8896146114441473e-35,0.0,1.8421598810766542,2.711926702810212e-12,3.1889020528257943e-28,2.0132462379623624e-44,2.890074426016997e-61,1.0531870169314799
1.555845844577659e-40,0.0,2.2493899774169037,2.6310966670777034e-6,2.8129855464965614e-22,9.814035013753905e-39,5.33344109273995e-55,1.0941853424828287
1.5558458445776587e-41,0.0,1.8862789019255737,0.00010881578699127402,2.1745385444331547e-21,1.3329171296140886e-37,9.574814050912038e-54,1.6617294415715658
1.9680719474627738e-45,0.0,1.6216240260877623,1.1523739369846777,1.2671818182958727e-16,3.440776392021776e-33,2.7933863568032567e-49,1.3326246395133667
3.896782455976292e-48,0.0,1.183102559191452,1.4461017946493633,8.301174129751022e-14,4.734742806543651e-30,2.6968999580403007e-46,1.8786074006075106
3.546072034938426e-51,0.0,2.8067751729230315,1.5481556852218077,4.816779602745111e-10,3.9639268821256343e-26,1.6452299246275806e-42,3.2047098869084443
3.546072034938425e-57,0.0,1.421176702115169,1.602293742472657,0.0005065346093513753,2.194161968449384e-20,2.143139712744139e-36,1.4620632602986094
5.815555867812916e-62,0.0,2.7585186002722115,1.5544060670699675,10.734720720301214,9.392307963367146e-15,6.615687043406223e-31,2.043300214340603
1.453888966953229e-64,0.0,3.633551226202312,1.4151311143654548,1.367700404713974,1.2050282358688606e-11,6.196355157126333e-28,2.543266485844198
4.1398157206589184e-67,0.0,1.6142025928844668,1.2829258130312085,1.7250364010371149,1.042097885560809e-8,1.3852914131503649e-25,1.3710751469046092
7.865649869251946e-71,0.0,2.5071997482421366,1.72951752249683,1.2528980320378402,0.00010086414528350684,5.9968830749300704e-21,3.02870363543256
