prod,prod BF,prod MF2,trick,trick BF,trick MF2
7.129278449977548e-14,0.0,9.86970787194574e-30,9.231290174071797e-15,3.635504194324137e-88,3.160512611022032e-30
2.8421943314385884e-11,0.0,2.5728470218327765e-27,7.152921183978536e-12,1.3337592386855775e-85,3.902186833413307e-28
6.699585157305372e-9,0.0,1.2577683500728917e-24,9.148037538312195e-10,3.866225959777438e-83,4.313363825055428e-25
1.5255420633084315e-5,0.0,2.1825893211549844e-21,3.696409990560018e-6,5.389163482718218e-80,8.283056611922191e-22
0.5297899675478623,0.0,8.640158847976288e-17,0.07628954177942739,2.1665542094810984e-75,3.222081035717317e-17
3.500678105638588,0.0,2.4864702547004854e-16,0.32844065470799183,8.758992404429743e-75,7.947221031093587e-17
5.071968573106061,0.0,1.6055349579267958e-15,10.09035743181818,3.905526225576543e-74,5.58261259555156e-16
2.2269538050699302,0.0,8.243653079425124e-15,1.5927208513733127,3.329309172096455e-73,2.66946833360768e-15
15.47196151194714,0.0,2.5316938879983565e-14,9.696345019157842,1.5476768716155803e-72,1.4212267789871975e-14
