0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95
3.96596670682682275370113680622703e-14,2.293746184355364458808305477465576e-14,1.273054155770541485292363329145846e-14,6.740919381482919878561848692373166e-15,3.381693635768595640823230063103408e-15,1.593829248689867448661559824812463e-15,6.985364790259314500193347090599672e-16,2.81104059797097819761992274040308e-16,1.022215314296182464746493321593969e-16,3.290860781744548277303288772173338e-17,9.129559661218622315486344651713183e-18,2.104191379840190732781551958037411e-18,3.8275005144061173453942684498822258e-19,5.09529084918400925013027564657873e-20,4.413241722084702271337810606471286e-21,2.038567392460868097210133995563768e-22,3.439526906221453919704869329031241e-24,8.828607184556610837791486893887198e-27,1.6076984597855646e-31
