10,100,1000,1018,110,125,135,150,160,175,185,20,200,210,225,235,250,260,275,285,3,300,310,325,335,35,350,360,375,385,40,400,410,425,435,450,460,475,485,5,500,510,525,535,550,560,575,585,60,600,610,625,635,650,660,675,685,700,710,725,735,750,760,775,785,8,80,800,810,825,835,85,850,860,875,885,900,910,925,935,950,960,975,985
4.664646656610242e-49,8.394669488883886897804147284284333e-31,2.62015966739983661351608056257861266751594255091815e-19,7.8771854556508863603916668001592165599835807727777e-19,3.75361167732667404986764918536998149022266801421272e-28,2.4155429277751666038316302823586655148252861627085e-26,2.67197324103514504786421502210768613386567721306889e-26,2.9889294858001972655027322480248587189321582554987e-26,3.0663418687757628482941446041352754992656275107403e-26,3.82118279331199901583202289983698844054027306699839e-25,3.874818030947765761461574567707276848685524337326573e-25,7.073211847922975598925948418919405e-38,4.21444488359173104152450877211448344852198842995466e-25,4.30260825120227995489755816206019727814032495647399e-25,5.29802064194306033253502483088903561724556781427964e-25,5.4382005896041152551259478369181838121346470964417e-25,3.1359197873158989562218844590218478558209498026834e-24,4.1429176756444533451050157248250228654716310742658e-24,1.4456937564986287773085099155420689833257743233032e-23,1.4660730422207204853679535936684057502765615185635e-23,6.2709324955006725e-57,1.5592517070349556183253985419550538374473365603453e-23,4.0010714824638241695943037182276190555130311313686e-23,4.03218898302430702508614333007166396987407822363977e-23,4.1650241111831618362083557769824579776900594947537e-23,4.90644310772022451067906051523979e-35,4.4434043608104954965321680387071413352141096942421e-23,5.67623498676726746151048973059447019946016308026475e-23,6.39446159254106600705333856585957169423709837360456e-23,7.750008257121430076579686777873278428802575430926e-23,1.77272063427105554930289000621148e-34,9.7794794413060494129475308069392033791613030684074e-23,9.8209000800792448552875354132647221959621885908179e-23,9.857598588697471052582605565065169163613321000504666e-23,1.00470315732074595556430827557074981253638550991737e-22,1.2210718665384196468375739838907434975563028782744e-22,1.3225599849941385974084052360678701276762451394075e-22,1.457983327296680532190550900876295066050237762786147e-22,1.4591632346902217254461942639538667880373499696288e-22,1.6630351899206701e-54,1.72446478094351078201018316870546861984632658808343e-22,2.7049967889807438561428120227975663940162920384559e-22,4.4257597787721633390059898705748548226088185600319e-22,4.4879690585330252895274754793769823791707952827515e-22,5.9505981665205036481801684673952004332988913431182e-22,5.9854050160105942847537672849496607280253080133022e-22,6.3490829756886387257632275820916390562161358623407e-22,7.87029346725972842355798443981884099512362864250067e-22,1.528019287576503783002390279362915e-33,8.0562619517636732070597736254126414752998830846356e-22,9.1388326378748530444867457890933439375443687598162e-22,1.01675662952402422447417241050313288323294943711371e-21,1.0942612176108290344640106356477155326491731299629e-21,1.2257881925908623317549569787793505809699099448815e-21,1.23194472885638725237192224494883979309180441196887e-21,1.2885107198051085944473195595455575650029388081063e-21,1.33839399026058813212439151084088713798536141799502e-21,1.6729862362212479345146754342726900667824708352082e-21,1.76701598079272181398515091242781212823961632850947e-21,1.78886700990290854894578953939420224977507881191303e-21,3.3389963827954714559368428129387659164433991851614e-21,3.490002396565616947074746346628758249384555660255494e-21,3.7911416133403258211483318595615643837092844981851e-21,3.87317524020892304315840378614548867731306080412208e-21,5.788156700769202546038621687976574874670557013797e-21,8.4063881597745204e-52,4.656946799261432423491260785125866e-31,5.8389114816446492204139721878063029635631413629279e-21,5.8692019957272084117181602772668110078323950742275e-21,6.0913530886300893736303076186517533125844437680527e-21,6.233331138459106816654286541511137717740852754654205e-21,5.845736791844204311384738645982351e-31,2.5838244889808768678972778066304091630954651617248e-20,2.6441785302426852563972635729469049624687762144819e-20,2.66568838426290808328218117253709958129303593493977e-20,2.75913973480309275465916980354583960000808396424646e-20,2.79975788087055860165927834999011345145381686749178e-20,2.85854497714263093101785615387785412993745785539975e-20,2.95528690801149457652726846781525873439358985124146e-20,2.9675627126243814090167238228482807332974654361832e-20,2.9999950684288575957364914152362466950045273696534e-20,3.00688791640205947132772287495732552010574916357124e-20,2.4071364334529991140496529778316539796838220730367e-19,2.4201364614533322082669109076647231548583296279621e-19
